,Số phòng ngủ,Diện tích,Giá/m2
5403,5 phòng,35 m²,"67,14 triệu/m²"
5404,4 phòng,54 m²,"65,74 triệu/m²"
5405,2 phòng,25 m²,40 triệu/m²
5406,4 phòng,42 m²,60 triệu/m²
5407,3 phòng,28 m²,"90,71 triệu/m²"
5408,4 phòng,78 m²,"121,65 triệu/m²"
5409,3 phòng,25 m²,90 triệu/m²
5410,4 phòng,42 m²,"95,24 triệu/m²"
5411,3 phòng,31 m²,"55,42 triệu/m²"
5412,3 phòng,30 m²,"78,33 triệu/m²"
5413,3 phòng,56 m²,"61,61 triệu/m²"
5414,5 phòng,69 m²,100 triệu/m²
5415,8 phòng,95 m²,"152,63 triệu/m²"
5416,3 phòng,25.5 m²,320 triệu/m²
5417,4 phòng,45 m²,"88,89 triệu/m²"
5418,6 phòng,60 m²,175 triệu/m²
5419,4 phòng,97 m²,"108,25 triệu/m²"
5420,4 phòng,55 m²,"71,82 triệu/m²"
5421,3 phòng,43 m²,"76,74 triệu/m²"
5422,4 phòng,50 m²,62 triệu/m²
5423,4 phòng,38 m²,"76,32 triệu/m²"
5424,4 phòng,48 m²,"79,17 triệu/m²"
5425,3 phòng,30 m²,"78,33 triệu/m²"
5426,2 phòng,28 m²,"117,86 triệu/m²"
5427,4 phòng,36 m²,"43,33 triệu/m²"
5428,2 phòng,33 m²,"46,67 triệu/m²"
5429,3 phòng,32 m²,"71,88 triệu/m²"
5430,6 phòng,45 m²,160 triệu/m²
5431,4 phòng,35 m²,"68,57 triệu/m²"
5432,4 phòng,33 m²,"120,91 triệu/m²"
5433,3 phòng,67 m²,"99,25 triệu/m²"
5434,3 phòng,30 m²,"103,33 triệu/m²"
5435,4 phòng,36 m²,"64,72 triệu/m²"
5436,4 phòng,34 m²,"80,88 triệu/m²"
5437,4 phòng,48 m²,"131,25 triệu/m²"
5438,3 phòng,43 m²,"88,37 triệu/m²"
5439,4 phòng,38 m²,"94,74 triệu/m²"
5440,4 phòng,52 m²,"78,85 triệu/m²"
5441,4 phòng,64 m²,"121,88 triệu/m²"
5442,5 phòng,60 m²,"79,17 triệu/m²"
5443,3 phòng,30 m²,110 triệu/m²
5444,3 phòng,30 m²,"103,33 triệu/m²"
5445,4 phòng,34 m²,75 triệu/m²
5446,4 phòng,34 m²,"132,35 triệu/m²"
5447,3 phòng,30 m²,"71,67 triệu/m²"
5448,3 phòng,70 m²,"62,86 triệu/m²"
5449,3 phòng,40 m²,"34,5 triệu/m²"
5450,5 phòng,50 m²,86 triệu/m²
5451,3 phòng,32 m²,"49,69 triệu/m²"
5452,4 phòng,75 m²,"93,33 triệu/m²"
5453,6 phòng,55 m²,"116,36 triệu/m²"
5454,4 phòng,55 m²,"101,82 triệu/m²"
5455,6 phòng,40 m²,"61,25 triệu/m²"
5456,3 phòng,100 m²,190 triệu/m²
5457,4 phòng,50 m²,99 triệu/m²
5458,10 phòng,90 m²,"107,56 triệu/m²"
5459,5 phòng,80 m²,"112,5 triệu/m²"
5460,4 phòng,40 m²,60 triệu/m²
5461,3 phòng,34 m²,"70,59 triệu/m²"
5462,3 phòng,27 m²,"98,15 triệu/m²"
5463,2 phòng,114 m²,"155,26 triệu/m²"
5464,5 phòng,40 m²,"132,5 triệu/m²"
5465,3 phòng,30 m²,110 triệu/m²
5466,3 phòng,32 m²,"54,69 triệu/m²"
5467,3 phòng,36 m²,"59,72 triệu/m²"
5468,3 phòng,36 m²,"76,39 triệu/m²"
5469,2 phòng,25 m²,62 triệu/m²
5470,3 phòng,36 m²,"69,44 triệu/m²"
5471,3 phòng,37 m²,"89,19 triệu/m²"
5472,2 phòng,18 m²,75 triệu/m²
5473,6 phòng,79 m²,"132,91 triệu/m²"
5474,4 phòng,36 m²,"83,33 triệu/m²"
5475,9 phòng,70 m²,170 triệu/m²
5476,3 phòng,31 m²,"76,77 triệu/m²"
5477,4 phòng,38 m²,"163,16 triệu/m²"
5478,,60 m²,"99,17 triệu/m²"
5479,4 phòng,60 m²,50 triệu/m²
5480,3 phòng,32 m²,"53,13 triệu/m²"
5481,4 phòng,40 m²,"122,5 triệu/m²"
5482,4 phòng,33 m²,"51,52 triệu/m²"
5483,4 phòng,40 m²,"72,5 triệu/m²"
5484,2 phòng,16 m²,"312,5 triệu/m²"
5485,8 phòng,58 m²,"87,93 triệu/m²"
5486,3 phòng,36 m²,"77,78 triệu/m²"
5487,3 phòng,48 m²,"87,5 triệu/m²"
5488,3 phòng,31 m²,"91,94 triệu/m²"
5489,4 phòng,39 m²,"135,9 triệu/m²"
5490,2 phòng,17 m²,"52,94 triệu/m²"
5491,4 phòng,35 m²,"67,71 triệu/m²"
5492,2 phòng,37 m²,"91,89 triệu/m²"
5493,7 phòng,58 m²,"102,59 triệu/m²"
5494,6 phòng,77 m²,"71,43 triệu/m²"
5495,4 phòng,42 m²,"133,33 triệu/m²"
5496,4 phòng,37 m²,"83,78 triệu/m²"
5497,5 phòng,50 m²,82 triệu/m²
5498,6 phòng,76 m²,"72,37 triệu/m²"
5499,2 phòng,19 m²,"71,05 triệu/m²"
5500,3 phòng,34 m²,"96,47 triệu/m²"
5501,2 phòng,17 m²,"88,24 triệu/m²"
5502,4 phòng,68 m²,"66,18 triệu/m²"
5503,3 phòng,30 m²,"88,33 triệu/m²"
5504,4 phòng,33 m²,"78,18 triệu/m²"
5505,4 phòng,41 m²,"91,71 triệu/m²"
5506,3 phòng,42 m²,"202,38 triệu/m²"
5507,5 phòng,60 m²,"99,17 triệu/m²"
5508,4 phòng,30 m²,"106,67 triệu/m²"
5509,4 phòng,37 m²,"75,68 triệu/m²"
5510,4 phòng,42 m²,"67,86 triệu/m²"
5511,5 phòng,45 m²,"106,67 triệu/m²"
5512,2 phòng,30 m²,95 triệu/m²
5513,2 phòng,40 m²,"96,25 triệu/m²"
5514,4 phòng,92 m²,"121,74 triệu/m²"
5515,4 phòng,40 m²,"171,25 triệu/m²"
5516,4 phòng,36 m²,"79,44 triệu/m²"
5517,4 phòng,52 m²,"69,23 triệu/m²"
5518,4 phòng,56 m²,"80,36 triệu/m²"
5519,4 phòng,63 m²,"69,05 triệu/m²"
5520,4 phòng,51 m²,"174,51 triệu/m²"
5521,5 phòng,31 m²,"115,48 triệu/m²"
5522,3 phòng,46 m²,"84,78 triệu/m²"
5523,3 phòng,30 m²,"63,33 triệu/m²"
5524,4 phòng,58 m²,"115,52 triệu/m²"
5525,3 phòng,48 m²,"35,42 triệu/m²"
5526,6 phòng,60 m²,"236,67 triệu/m²"
5527,4 phòng,50 m²,90 triệu/m²
5528,10 phòng,110 m²,"140,91 triệu/m²"
5529,4 phòng,50 m²,116 triệu/m²
5530,4 phòng,55 m²,"65,45 triệu/m²"
5531,3 phòng,32.3 m²,"43,75 triệu/m²"
5532,5 phòng,52 m²,50 triệu/m²
5533,3 phòng,30 m²,"86,67 triệu/m²"
5534,6 phòng,45 m²,"97,78 triệu/m²"
5535,3 phòng,22 m²,"77,27 triệu/m²"
5536,4 phòng,65 m²,"112,31 triệu/m²"
5537,4 phòng,50 m²,128 triệu/m²
5538,5 phòng,50 m²,218 triệu/m²
5539,4 phòng,59 m²,"313,56 triệu/m²"
5540,4 phòng,78 m²,"53,85 triệu/m²"
5541,3 phòng,35 m²,100 triệu/m²
5542,3 phòng,25 m²,104 triệu/m²
5543,2 phòng,30 m²,55 triệu/m²
5544,6 phòng,52 m²,"92,31 triệu/m²"
5545,2 phòng,30 m²,"61,67 triệu/m²"
5546,3 phòng,30 m²,95 triệu/m²
5547,3 phòng,29 m²,"89,66 triệu/m²"
5548,5 phòng,35 m²,70 triệu/m²
5549,3 phòng,34 m²,"66,18 triệu/m²"
5550,4 phòng,37 m²,"68,92 triệu/m²"
5551,3 phòng,33 m²,"122,73 triệu/m²"
5552,3 phòng,33 m²,"81,82 triệu/m²"
5553,4 phòng,40 m²,70 triệu/m²
5554,3 phòng,29 m²,"51,72 triệu/m²"
5555,3 phòng,27 m²,"98,15 triệu/m²"
5556,3 phòng,30 m²,100 triệu/m²
5557,1 phòng,200 m²,70 triệu/m²
5558,3 phòng,38 m²,"65,79 triệu/m²"
5559,10 phòng,50 m²,88 triệu/m²
5560,3 phòng,31 m²,"92,9 triệu/m²"
5561,8 phòng,71 m²,"147,89 triệu/m²"
5562,4 phòng,37 m²,"71,62 triệu/m²"
5563,3 phòng,48 m²,"93,75 triệu/m²"
5564,5 phòng,60 m²,"108,33 triệu/m²"
5565,6 phòng,50 m²,107 triệu/m²
5566,2 phòng,100 m²,89 triệu/m²
5567,5 phòng,33 m²,"130,3 triệu/m²"
5568,4 phòng,32 m²,"106,25 triệu/m²"
5569,3 phòng,42 m²,"69,05 triệu/m²"
5570,4 phòng,60 m²,"108,33 triệu/m²"
5571,10 phòng,40 m²,120 triệu/m²
5572,4 phòng,50 m²,128 triệu/m²
5573,2 phòng,34 m²,"69,12 triệu/m²"
5574,nhiều hơn 10 phòng,163 m²,100 triệu/m²
5575,4 phòng,38 m²,"63,16 triệu/m²"
5576,3 phòng,28 m²,"117,86 triệu/m²"
5577,3 phòng,33 m²,100 triệu/m²
5578,3 phòng,35 m²,"81,43 triệu/m²"
5579,3 phòng,40 m²,"102,5 triệu/m²"
5580,3 phòng,40 m²,80 triệu/m²
5581,5 phòng,63 m²,"60,32 triệu/m²"
5582,4 phòng,35 m²,"65,71 triệu/m²"
5583,3 phòng,33 m²,"66,06 triệu/m²"
5584,3 phòng,34 m²,"138,24 triệu/m²"
5585,4 phòng,30 m²,"253,33 triệu/m²"
5586,3 phòng,38 m²,"71,05 triệu/m²"
5587,4 phòng,70 m²,"137,14 triệu/m²"
5588,4 phòng,40 m²,"87,5 triệu/m²"
5589,3 phòng,36 m²,"65,28 triệu/m²"
5590,3 phòng,36 m²,"86,11 triệu/m²"
5591,3 phòng,40 m²,"77,5 triệu/m²"
5592,4 phòng,60 m²,55 triệu/m²
5593,5 phòng,60 m²,833.333 đ/m²
5594,4 phòng,51 m²,"58,82 triệu/m²"
5595,6 phòng,70 m²,"235,71 triệu/m²"
5596,2 phòng,28 m²,"78,57 triệu/m²"
5597,3 phòng,37 m²,"75,68 triệu/m²"
5598,6 phòng,65 m²,"169,23 triệu/m²"
5599,4 phòng,31 m²,"101,61 triệu/m²"
5600,3 phòng,20 m²,75 triệu/m²
5601,3 phòng,38 m²,"101,58 triệu/m²"
5602,3 phòng,30 m²,55 triệu/m²
5603,3 phòng,35 m²,"94,29 triệu/m²"
5604,3 phòng,50 m²,54 triệu/m²
5605,3 phòng,40 m²,"63,75 triệu/m²"
5606,6 phòng,40 m²,"107,5 triệu/m²"
5607,3 phòng,35 m²,"91,43 triệu/m²"
5608,3 phòng,35 m²,"95,71 triệu/m²"
5609,4 phòng,67 m²,"82,09 triệu/m²"
5610,2 phòng,24 m²,"465,83 triệu/m²"
5611,4 phòng,95 m²,200 triệu/m²
5612,4 phòng,35 m²,"78,57 triệu/m²"
5613,3 phòng,37 m²,"67,57 triệu/m²"
5614,3 phòng,31 m²,"76,77 triệu/m²"
5615,4 phòng,35 m²,"67,14 triệu/m²"
5616,3 phòng,40 m²,"67,5 triệu/m²"
5617,4 phòng,40 m²,"72,5 triệu/m²"
5618,4 phòng,85 m²,"77,06 triệu/m²"
5619,5 phòng,45 m²,"93,33 triệu/m²"
5620,3 phòng,30 m²,60 triệu/m²
5621,4 phòng,32 m²,"143,75 triệu/m²"
5622,3 phòng,41 m²,"192,68 triệu/m²"
5623,4 phòng,35 m²,90 triệu/m²
5624,6 phòng,68 m²,"55,88 triệu/m²"
5625,3 phòng,30 m²,"86,67 triệu/m²"
5626,2 phòng,25 m²,72 triệu/m²
5627,5 phòng,46 m²,"271,74 triệu/m²"
5628,4 phòng,130 m²,"67,69 triệu/m²"
5629,6 phòng,43 m²,120.930 đ/m²
5630,4 phòng,34 m²,73.529 đ/m²
5631,4 phòng,40 m²,"112,5 triệu/m²"
5632,6 phòng,60 m²,"116,67 triệu/m²"
5633,4 phòng,58 m²,"102,59 triệu/m²"
5634,5 phòng,60 m²,85 triệu/m²
5635,6 phòng,50 m²,76 triệu/m²
5636,4 phòng,33 m²,"74,24 triệu/m²"
5637,5 phòng,50 m²,56 triệu/m²
5638,3 phòng,35 m²,70 triệu/m²
5639,2 phòng,36 m²,"45,83 triệu/m²"
5640,3 phòng,37 m²,"59,46 triệu/m²"
5641,3 phòng,50 m²,"155,8 triệu/m²"
5642,3 phòng,40 m²,"124,5 triệu/m²"
5643,4 phòng,49 m²,"183,67 triệu/m²"
5644,2 phòng,35 m²,"47,14 triệu/m²"
5645,3 phòng,40 m²,"63,75 triệu/m²"
5646,4 phòng,42 m²,92.857 đ/m²
5647,4 phòng,40 m²,"73,75 triệu/m²"
5648,2 phòng,22 m²,"89,09 triệu/m²"
5649,4 phòng,68 m²,"110,29 triệu/m²"
5650,4 phòng,47 m²,"72,34 triệu/m²"
5651,2 phòng,46 m²,"40,43 triệu/m²"
5652,3 phòng,45 m²,"64,44 triệu/m²"
5653,2 phòng,35 m²,"77,14 triệu/m²"
5654,4 phòng,40 m²,"117,5 triệu/m²"
5655,6 phòng,45 m²,"133,33 triệu/m²"
5656,4 phòng,65 m²,"87,69 triệu/m²"
5657,3 phòng,35 m²,"68,57 triệu/m²"
5658,nhiều hơn 10 phòng,55 m²,"218,18 triệu/m²"
5659,3 phòng,45 m²,"108,89 triệu/m²"
5660,4 phòng,6 m²,475 triệu/m²
5661,3 phòng,40 m²,"112,5 triệu/m²"
5662,4 phòng,50 m²,79 triệu/m²
5663,4 phòng,35 m²,"67,71 triệu/m²"
5664,4 phòng,32 m²,"101,56 triệu/m²"
5665,3 phòng,33 m²,"41,82 triệu/m²"
5666,3 phòng,30 m²,"103,33 triệu/m²"
5667,3 phòng,35 m²,"165,71 triệu/m²"
5668,2 phòng,18 m²,"72,22 triệu/m²"
5669,3 phòng,46 m²,"67,39 triệu/m²"
5670,6 phòng,35 m²,"92,86 triệu/m²"
5671,2 phòng,55 m²,"190,91 triệu/m²"
5672,3 phòng,31 m²,"80,65 triệu/m²"
5673,4 phòng,50 m²,73 triệu/m²
5674,3 phòng,31 m²,"74,19 triệu/m²"
5675,3 phòng,30 m²,120 triệu/m²
5676,4 phòng,59 m²,"100,85 triệu/m²"
5677,4 phòng,40 m²,95 triệu/m²
5678,nhiều hơn 10 phòng,56 m²,"89,29 triệu/m²"
5679,4 phòng,100 m²,53 triệu/m²
5680,4 phòng,28 m²,100 triệu/m²
5681,4 phòng,70 m²,"85,71 triệu/m²"
5682,3 phòng,35 m²,"91,43 triệu/m²"
5683,4 phòng,30 m²,150 triệu/m²
5684,3 phòng,38 m²,"77,63 triệu/m²"
5685,4 phòng,87 m²,"293,1 triệu/m²"
5686,5 phòng,40 m²,85 triệu/m²
5687,3 phòng,34 m²,"96,47 triệu/m²"
5688,5 phòng,40 m²,"112,5 triệu/m²"
5689,4 phòng,36 m²,"48,61 triệu/m²"
5690,3 phòng,45 m²,"57,78 triệu/m²"
5691,4 phòng,45 m²,"124,44 triệu/m²"
5692,3 phòng,41 m²,"33,66 triệu/m²"
5693,5 phòng,56 m²,"49,11 triệu/m²"
5694,4 phòng,35 m²,"157,14 triệu/m²"
5695,3 phòng,30 m²,"56,67 triệu/m²"
5696,4 phòng,35 m²,"117,14 triệu/m²"
5697,3 phòng,30 m²,95 triệu/m²
5698,nhiều hơn 10 phòng,69 m²,"65,22 triệu/m²"
5699,4 phòng,60 m²,"131,67 triệu/m²"
5700,2 phòng,22 m²,"81,82 triệu/m²"
5701,3 phòng,20 m²,"77,5 triệu/m²"
5702,3 phòng,40 m²,"62,5 triệu/m²"
5703,4 phòng,35 m²,"67,71 triệu/m²"
5704,6 phòng,69 m²,"102,9 triệu/m²"
5705,4 phòng,38 m²,100 triệu/m²
5706,4 phòng,56 m²,"85,71 triệu/m²"
5707,2 phòng,30 m²,95 triệu/m²
5708,5 phòng,50 m²,80 triệu/m²
5709,3 phòng,52 m²,75 triệu/m²
5710,4 phòng,40 m²,"92,5 triệu/m²"
5711,2 phòng,16 m²,"84,38 triệu/m²"
5712,3 phòng,50 m²,100 triệu/m²
5713,2 phòng,40 m²,80 triệu/m²
5714,5 phòng,37 m²,"116,22 triệu/m²"
5715,3 phòng,46.6 m²,"89,13 triệu/m²"
5716,3 phòng,30 m²,76 triệu/m²
5717,4 phòng,40 m²,"96,25 triệu/m²"
5718,4 phòng,35 m²,"74,29 triệu/m²"
5719,4 phòng,58 m²,"59,48 triệu/m²"
5720,4 phòng,35 m²,"71,43 triệu/m²"
5721,5 phòng,47 m²,"85,11 triệu/m²"
5722,4 phòng,31 m²,"79,03 triệu/m²"
5723,3 phòng,28 m²,"117,86 triệu/m²"
5724,4 phòng,32 m²,"92,19 triệu/m²"
5725,4 phòng,48 m²,"87,5 triệu/m²"
5726,5 phòng,80 m²,"112,5 triệu/m²"
5727,4 phòng,60 m²,"291,67 triệu/m²"
5728,3 phòng,25 m²,116 triệu/m²
5729,3 phòng,35 m²,"75,71 triệu/m²"
5730,3 phòng,30 m²,51 triệu/m²
5731,4 phòng,81 m²,"116,05 triệu/m²"
5732,2 phòng,30 m²,"80,67 triệu/m²"
5733,3 phòng,36 m²,"77,78 triệu/m²"
5734,4 phòng,79 m²,"113,92 triệu/m²"
5735,4 phòng,30 m²,125 triệu/m²
5736,4 phòng,35 m²,"41,43 triệu/m²"
5737,3 phòng,70 m²,"57,14 triệu/m²"
5738,4 phòng,44 m²,"131,82 triệu/m²"
5739,4 phòng,38 m²,"84,21 triệu/m²"
5740,8 phòng,230 m²,"65,22 triệu/m²"
5741,6 phòng,60 m²,125 triệu/m²
5742,3 phòng,50 m²,160 triệu/m²
5743,3 phòng,20 m²,"112,5 triệu/m²"
5744,2 phòng,35 m²,"122,86 triệu/m²"
5745,4 phòng,72 m²,"80,56 triệu/m²"
5746,4 phòng,42 m²,"88,1 triệu/m²"
5747,4 phòng,41 m²,"68,29 triệu/m²"
5748,4 phòng,75 m²,172 triệu/m²
5749,3 phòng,37 m²,"94,59 triệu/m²"
5750,4 phòng,59 m²,"100,85 triệu/m²"
5751,3 phòng,34 m²,"72,06 triệu/m²"
5752,4 phòng,45 m²,"88,89 triệu/m²"
5753,4 phòng,33 m²,"74,24 triệu/m²"
5754,2 phòng,32 m²,"71,88 triệu/m²"
5755,3 phòng,30 m²,"61,67 triệu/m²"
5756,2 phòng,50 m²,130 triệu/m²
5757,3 phòng,40 m²,"72,5 triệu/m²"
5758,4 phòng,45 m²,"63,33 triệu/m²"
5759,4 phòng,45 m²,"57,78 triệu/m²"
5760,3 phòng,40 m²,"72,5 triệu/m²"
5761,3 phòng,50 m²,66 triệu/m²
5762,4 phòng,40 m²,"136,25 triệu/m²"
5763,3 phòng,56 m²,"57,14 triệu/m²"
5764,2 phòng,32 m²,"92,19 triệu/m²"
5765,5 phòng,44 m²,"80,68 triệu/m²"
5766,3 phòng,30 m²,95 triệu/m²
5767,3 phòng,44 m²,"115,91 triệu/m²"
5768,3 phòng,40 m²,"102,5 triệu/m²"
5769,4 phòng,50 m²,80 triệu/m²
5770,6 phòng,45 m²,"93,33 triệu/m²"
5771,3 phòng,37 m²,"40,54 triệu/m²"
5772,5 phòng,48 m²,"129,17 triệu/m²"
5773,3 phòng,40 m²,"62,5 triệu/m²"
5774,3 phòng,31 m²,"49,03 triệu/m²"
5775,4 phòng,55 m²,"94,55 triệu/m²"
5776,3 phòng,36 m²,"70,83 triệu/m²"
5777,3 phòng,35 m²,"71,43 triệu/m²"
5778,1 phòng,34 m²,"48,53 triệu/m²"
5779,4 phòng,42 m²,"154,76 triệu/m²"
5780,4 phòng,54 m²,"105,56 triệu/m²"
5781,2 phòng,40 m²,85 triệu/m²
5782,2 phòng,34 m²,"102,94 triệu/m²"
5783,3 phòng,20 m²,"72,5 triệu/m²"
5784,4 phòng,45 m²,"95,56 triệu/m²"
5785,3 phòng,33 m²,"71,82 triệu/m²"
5786,3 phòng,40 m²,"71,25 triệu/m²"
5787,5 phòng,42 m²,"178,57 triệu/m²"
5788,4 phòng,58 m²,"57,76 triệu/m²"
5789,5 phòng,48 m²,"87,5 triệu/m²"
5790,3 phòng,25 m²,100 triệu/m²
5791,1 phòng,50 m²,27 triệu/m²
5792,4 phòng,55 m²,"92,73 triệu/m²"
5793,6 phòng,50 m²,90 triệu/m²
5794,3 phòng,32 m²,"79,69 triệu/m²"
5795,3 phòng,30 m²,"116,67 triệu/m²"
5796,8 phòng,66 m²,"75,76 triệu/m²"
5797,7 phòng,51 m²,"294,12 triệu/m²"
5798,4 phòng,190 m²,"33,16 triệu/m²"
5799,4 phòng,125 m²,72 triệu/m²
5800,4 phòng,35 m²,48 triệu/m²
5801,4 phòng,36 m²,"97,22 triệu/m²"
5802,3 phòng,30 m²,70 triệu/m²
5803,3 phòng,30 m²,95 triệu/m²
5804,3 phòng,40 m²,"83,75 triệu/m²"
5805,6 phòng,97 m²,"118,56 triệu/m²"
5806,4 phòng,36 m²,"88,89 triệu/m²"
5807,4 phòng,42 m²,"64,29 triệu/m²"
5808,3 phòng,31 m²,"91,94 triệu/m²"
5809,5 phòng,55 m²,"45,45 triệu/m²"
5810,2 phòng,32 m²,"43,44 triệu/m²"
5811,1 phòng,33 m²,"56,06 triệu/m²"
5812,4 phòng,48 m²,"117,71 triệu/m²"
5813,3 phòng,46 m²,100 triệu/m²
5814,4 phòng,39 m²,"93,59 triệu/m²"
5815,4 phòng,48 m²,"110,42 triệu/m²"
5816,5 phòng,55 m²,"85,45 triệu/m²"
5817,3 phòng,35 m²,70 triệu/m²
5818,4 phòng,43 m²,"76,74 triệu/m²"
5819,4 phòng,53 m²,"60,38 triệu/m²"
5820,4 phòng,30 m²,95 triệu/m²
5821,3 phòng,54 m²,"25,93 triệu/m²"
5822,4 phòng,35 m²,"77,14 triệu/m²"
5823,4 phòng,41 m²,"85,37 triệu/m²"
5824,5 phòng,58.2 m²,"102,59 triệu/m²"
5825,3 phòng,39 m²,"67,95 triệu/m²"
5826,4 phòng,35 m²,"67,71 triệu/m²"
5827,4 phòng,38 m²,"52,63 triệu/m²"
5828,4 phòng,36.7 m²,"77,78 triệu/m²"
5829,4 phòng,50 m²,61 triệu/m²
5830,3 phòng,27 m²,"66,67 triệu/m²"
5831,2 phòng,60 m²,"56,67 triệu/m²"
5832,4 phòng,45 m²,"66,44 triệu/m²"
5833,4 phòng,45 m²,"84,44 triệu/m²"
5834,4 phòng,35 m²,"91,43 triệu/m²"
5835,2 phòng,8 m²,"131,38 triệu/m²"
5836,3 phòng,86 m²,"146,51 triệu/m²"
5837,5 phòng,55 m²,"118,18 triệu/m²"
5838,3 phòng,36 m²,"62,5 triệu/m²"
5839,4 phòng,63 m²,"106,35 triệu/m²"
5840,5 phòng,170 m²,"111,76 triệu/m²"
5841,3 phòng,40 m²,"66,25 triệu/m²"
5842,4 phòng,80 m²,"156,25 triệu/m²"
5843,5 phòng,1116 m²,4 triệu/m²
5844,6 phòng,89 m²,"168,54 triệu/m²"
5845,4 phòng,41 m²,"56,1 triệu/m²"
5846,3 phòng,52 m²,"73,46 triệu/m²"
5847,5 phòng,56 m²,"53,57 triệu/m²"
5848,4 phòng,40 m²,"77,5 triệu/m²"
5849,4 phòng,33 m²,"90,91 triệu/m²"
5850,3 phòng,33 m²,"107,58 triệu/m²"
5851,4 phòng,125 m²,72 triệu/m²
5852,4 phòng,98 m²,"77,55 triệu/m²"
5853,3 phòng,15 m²,"66,67 triệu/m²"
5854,6 phòng,42 m²,"107,14 triệu/m²"
5855,2 phòng,46 m²,"48,04 triệu/m²"
5856,4 phòng,38 m²,"76,32 triệu/m²"
5857,3 phòng,41 m²,"124,39 triệu/m²"
5858,3 phòng,45 m²,"58,89 triệu/m²"
5859,3 phòng,30 m²,85 triệu/m²
5860,4 phòng,61 m²,"63,93 triệu/m²"
5861,4 phòng,38 m²,"76,32 triệu/m²"
5862,3 phòng,31 m²,"76,45 triệu/m²"
5863,4 phòng,41 m²,"74,39 triệu/m²"
5864,6 phòng,50 m²,115 triệu/m²
5865,5 phòng,42 m²,"83,33 triệu/m²"
5866,3 phòng,30 m²,"103,33 triệu/m²"
5867,6 phòng,68 m²,"258,82 triệu/m²"
5868,4 phòng,54 m²,"49,07 triệu/m²"
5869,5 phòng,30 m²,95 triệu/m²
5870,4 phòng,33 m²,"74,24 triệu/m²"
5871,3 phòng,30 m²,"96,67 triệu/m²"
5872,3 phòng,31 m²,"79,03 triệu/m²"
5873,4 phòng,33 m²,"72,73 triệu/m²"
5874,4 phòng,32 m²,"89,06 triệu/m²"
5875,4 phòng,59 m²,"117,8 triệu/m²"
5876,6 phòng,50 m²,72 triệu/m²
5877,4 phòng,36 m²,"97,22 triệu/m²"
5878,4 phòng,57 m²,"71,93 triệu/m²"
5879,4 phòng,33 m²,"106,06 triệu/m²"
5880,3 phòng,35 m²,"71,43 triệu/m²"
5881,4 phòng,33 m²,"106,06 triệu/m²"
5882,4 phòng,37 m²,"75,68 triệu/m²"
5883,4 phòng,28 m²,"78,57 triệu/m²"
5884,nhiều hơn 10 phòng,65 m²,"111,54 triệu/m²"
5885,4 phòng,40 m²,"73,25 triệu/m²"
5886,6 phòng,110 m²,"131,82 triệu/m²"
5887,5 phòng,50 m²,140 triệu/m²
5888,4 phòng,35 m²,"68,57 triệu/m²"
5889,4 phòng,61 m²,"68,85 triệu/m²"
5890,1 phòng,68 m²,"52,94 triệu/m²"
5891,3 phòng,30 m²,"93,33 triệu/m²"
5892,4 phòng,50 m²,62 triệu/m²
5893,4 phòng,40 m²,"62,5 triệu/m²"
5894,5 phòng,98 m²,"77,55 triệu/m²"
5895,4 phòng,58 m²,"115,52 triệu/m²"
5896,3 phòng,44 m²,"106,82 triệu/m²"
5897,5 phòng,54 m²,"92,59 triệu/m²"
5898,2 phòng,34 m²,"43,47 triệu/m²"
5899,4 phòng,50 m²,170 triệu/m²
5900,3 phòng,35 m²,"74,29 triệu/m²"
5901,4 phòng,50 m²,59 triệu/m²
5902,4 phòng,30 m²,"96,67 triệu/m²"
5903,1 phòng,41.6 m²,"46,34 triệu/m²"
5904,4 phòng,51 m²,"245,1 triệu/m²"
5905,3 phòng,30 m²,"101,67 triệu/m²"
5906,4 phòng,40 m²,"82,5 triệu/m²"
5907,5 phòng,46 m²,"234,78 triệu/m²"
5908,nhiều hơn 10 phòng,69 m²,"134,78 triệu/m²"
5909,6 phòng,40 m²,"71,25 triệu/m²"
5910,3 phòng,35 m²,"71,43 triệu/m²"
5911,10 phòng,47 m²,"293,62 triệu/m²"
5912,2 phòng,60 m²,"42,5 triệu/m²"
5913,2 phòng,54 m²,"68,52 triệu/m²"
5914,3 phòng,48 m²,"54,17 triệu/m²"
5915,3 phòng,31 m²,"48,39 triệu/m²"
5916,4 phòng,15 m²,340 triệu/m²
5917,1 phòng,85 m²,41 triệu/m²
5918,3 phòng,43 m²,"68,6 triệu/m²"
5919,4 phòng,32 m²,"85,94 triệu/m²"
5920,3 phòng,33 m²,"71,82 triệu/m²"
5921,2 phòng,31 m²,"39,29 triệu/m²"
5922,4 phòng,46 m²,"105,43 triệu/m²"
5923,4 phòng,45 m²,"66,67 triệu/m²"
5924,3 phòng,34 m²,"54,41 triệu/m²"
5925,3 phòng,70 m²,"94,29 triệu/m²"
5926,3 phòng,38 m²,"71,05 triệu/m²"
5927,4 phòng,50 m²,76 triệu/m²
5928,4 phòng,43 m²,"123,02 triệu/m²"
5929,2 phòng,25 m²,78 triệu/m²
5930,3 phòng,30 m²,110 triệu/m²
5931,2 phòng,31 m²,"64,52 triệu/m²"
5932,4 phòng,40 m²,75 triệu/m²
5933,4 phòng,30 m²,"76,67 triệu/m²"
5934,3 phòng,48 m²,"129,17 triệu/m²"
